,AAPL,ABBV,0ABT,0ACN,ADBE,0AMD,AMGN,AMZN,AVGO,0BAC,0BMY,COST,0CRM,CSCO,0CVX,0DHR,0DIS,GOOG,00HD,0HON,INTC,0JPM,00KO,0LIN,0LLY,00MA,0MCD,META,0MRK,MSFT,0NEE,NFLX,0NKE,NVDA,ORCL,0PEP,0PFE,00PG,00PM,0TMO,TSLA,0TXN,0UNH,0UPS,000V,00VZ,0WFC,0WMT,0XOM
0BMY,0.6561604589198338,0.7007604432521641,0.6931986966951511,0.7884750503817781,0.7232324647856596,0.8039412196702129,0.8276421985067148,0.7567286958625672,0.8456003012791822,0.7831886311370205,0.0,0.8888434873009963,0.778372502346776,0.7774541549614084,0.8381819306761698,0.7962267838475293,0.8590100779011277,0.7903895235656763,0.7793582797016126,0.7854453440918214,0.8541564836387014,0.7633549496843267,0.8874941194790844,0.8295046494330344,0.6790070767849724,0.7515839904062703,0.8522173094541458,0.8469702903958106,0.7915652233682426,0.7137837743695449,0.7774357307319965,0.835611177522482,0.7836882009283214,0.7642356665795674,0.748919013247567,0.8389452175376628,0.7825705229384278,0.8172749331762015,1.015809468348036,0.7980897818670484,0.9568461330650871,0.7725639754765804,0.8471538110389704,0.8181451860657858,0.7148022351916286,0.9392927197594497,0.8038950290617788,0.8921039463649322,0.833347542812951
COST,0.7644746657200521,0.8472049329276258,0.6640791933159951,0.6595142361134405,0.6828566903036616,0.7590423747481894,0.7945951502978473,0.6689312654652297,0.8035519765322021,0.7527308798803664,0.8888434873009963,0.0,0.7543109123526722,0.6613212092433551,0.7811898636411291,0.6733164984743961,0.8300832263237842,0.7297444450815715,0.6211902317975413,0.6478652053447144,0.7844149166850869,0.758251085948985,0.8855374148826355,0.697174727981233,0.86795487046209,0.591306367631192,0.7215060462654823,0.7599694039870115,0.8064732893295347,0.6600358224789786,0.8577854968753168,0.8396633072859285,0.5938728591796303,0.6761155008245754,0.6704227405457159,0.7123273913054863,0.8056194460764103,0.7529907419770047,1.0268788719170157,0.7764501044828457,0.8839816179467948,0.7521091963175011,0.8486034167370582,0.7297129260045143,0.5868049198111823,0.7361477579270772,0.7865339133527985,0.6564854742026305,0.757792350523234
0CRM,0.5579985516834318,0.61110269210586,0.5445567584176765,0.5595494011942943,0.39125182914402756,0.6327990649234405,0.7878790850288881,0.5137130208197955,0.7195701511465749,0.6341755570373971,0.778372502346776,0.7543109123526722,0.0,0.5851387321054575,0.7079118519902674,0.6400276039674634,0.7564356650173449,0.5851229359565693,0.6326606072944185,0.5953490043488123,0.6629194819763112,0.6119571174380256,0.7699144694538793,0.7013590580077416,0.707357725233038,0.4391663823368067,0.8572023397382321,0.6535403742552401,0.6991159029324878,0.41687022338084434,0.8085235609748205,0.5917871675134557,0.6198188188635004,0.5471206166458918,0.5657125826694903,0.7268602572206115,0.6197404334330924,0.7878894860026302,0.9506978266909873,0.5055468624525206,0.7092755553232941,0.6234605131865452,0.7548973919562451,0.6859646831182042,0.456831422392293,0.8151005195107411,0.6847597094462661,0.7609979423219811,0.6506212923963637
CSCO,0.5438156802374647,0.7158263715601745,0.5441427529507132,0.5590417156901204,0.5797304559835037,0.6466709550381856,0.7608452749074427,0.5362165107972056,0.622427510179429,0.61042866215281,0.7774541549614084,0.6613212092433551,0.5851387321054575,0.0,0.6298275246323768,0.6195513384349929,0.7191126648230912,0.6753186005047347,0.6131321362105357,0.4887389985571272,0.6304163369789038,0.5959130251199241,0.9459848932847923,0.6170755708728626,0.7274500984661668,0.572854516424366,0.7877538639243596,0.680880482652139,0.7353830377888395,0.5134045890165979,0.9331216526247481,0.6579127319196305,0.5348597944593547,0.5644094278714462,0.4910260772214283,0.8177289892496902,0.672417294192541,0.7651819204190473,0.8736254122746929,0.6179810883326573,0.7870649222427647,0.5907125409485079,0.7689654572647657,0.6636684669825167,0.5730242757533387,0.7945596361615109,0.6836360525212473,0.84953659617211,0.5558513355648595
0CVX,0.7226442036866277,0.8155497178663534,0.7348382047834798,0.7528102696776414,0.7025077742944605,0.6439664377281514,0.8051896116606425,0.6892106389262441,0.6932656462319672,0.6279428782927707,0.8381819306761698,0.7811898636411291,0.7079118519902674,0.6298275246323768,0.0,0.8249789514198265,0.9223194335051461,0.7992466680091548,0.7188866437350288,0.5525682361834545,0.6965356230578535,0.6293734885244833,0.9555712513141001,0.6796951410108717,0.8897660227240012,0.6837434212693733,1.0170741731982018,0.7932905033956033,0.8913495224278494,0.7063804017233455,1.0227449116906784,0.7670258622369801,0.7239624342988173,0.5664160400070603,0.6214602859350906,0.8613453857926668,0.685665882622073,0.8799364241581739,0.9232664541628625,0.7894472276099939,0.8400462000964298,0.6526533454872323,0.7660593705365828,0.6437149689125178,0.6883661543803343,0.8717015173415051,0.6788776716676685,0.8440663671691048,0.32632471525502194
0DHR,0.6058838383411307,0.7402089321465335,0.42965204039333726,0.5623034249725984,0.6026914368250434,0.6750325552001073,0.6989701751724731,0.5989225414560171,0.7310287060459696,0.7249206885780973,0.7962267838475293,0.6733164984743961,0.6400276039674634,0.6195513384349929,0.8249789514198265,0.0,0.811588368918174,0.6990010079944147,0.6326810276571456,0.5442208292053119,0.7388688166916683,0.6674147097585614,0.8048092897542242,0.6033398474560854,0.7275774904614021,0.5371861650630709,0.6932001428187151,0.7276816816140987,0.5848623133394291,0.5510976853877296,0.822409107657205,0.789715602493318,0.6268150707464057,0.6625167394723777,0.6664094537517864,0.7723179780460738,0.64493428882694,0.7434483988915901,0.8804237434709556,0.39136096511133556,0.8361897940756637,0.6605293484697369,0.6929885583614124,0.7166230287171345,0.5612203808081224,0.8489388090917105,0.7243343515994826,0.8893395593135559,0.7589596047249489
0DIS,0.7937659088572468,0.8114362769843819,0.7614909365031076,0.6603382310887005,0.7915216168343804,0.7949336716972233,0.9115397643325522,0.7526923359716988,0.7646598411116551,0.7393022724848889,0.8590100779011277,0.8300832263237842,0.7564356650173449,0.7191126648230912,0.9223194335051461,0.811588368918174,0.0,0.6998074950063533,0.7051207524496015,0.6523423701693373,0.7958158635359103,0.5999648192759744,0.8658286761515915,0.8487173204338655,0.9616855551692112,0.7221524591922409,0.8074988581006771,0.7896272702748236,0.9389368182929771,0.6695622409900495,0.9071522274695052,0.8396188317172106,0.6986508271325794,0.7767721369314088,0.727493485878473,0.8696616126650216,0.9138235956671662,0.8400409035819489,1.0180973020391069,0.7458810680946483,0.9815435983767999,0.7809301013993841,0.9845850994929417,0.7564518697478754,0.7389865363454375,0.9080795788209896,0.8239567953719533,0.7891568320691679,0.7996200323041589
GOOG,0.5620179549293256,0.6991138641563786,0.6425435600611552,0.6371880464471384,0.5293942279632153,0.6374681189008886,0.8804898753221286,0.48904639210537226,0.7096369276629171,0.6135050892066134,0.7903895235656763,0.7297444450815715,0.5851229359565693,0.6753186005047347,0.7992466680091548,0.6990010079944147,0.6998074950063533,0.0,0.6296367447755298,0.6228120734617808,0.5998752789337718,0.6335252827797543,0.8533734940813048,0.7691443876991023,0.8146481554455828,0.6362274392457747,0.8386110780569285,0.641785605264519,0.9080564864428203,0.48977918404302356,1.0380423320906522,0.588932318645498,0.6313665885320777,0.596012599318932,0.6404133818252151,0.7388233418087642,0.7818325168334207,0.8185975292223229,0.9594407856253199,0.6704131414424157,0.8118563348878213,0.6706124004616764,0.7881507842975762,0.6395850305789543,0.6358404837976723,0.8786553785716121,0.673972381879594,0.7967154695832812,0.6758127520581538
00HD,0.5595955010568361,0.6965678470136475,0.6036442007352086,0.5960385650067808,0.6919504997719852,0.6034773694713287,0.852409557570179,0.5669285168005868,0.6826236924010174,0.626701922813325,0.7793582797016126,0.6211902317975413,0.6326606072944185,0.6131321362105357,0.7188866437350288,0.6326810276571456,0.7051207524496015,0.6296367447755298,0.0,0.5307736532313554,0.6428410094154048,0.5421984454987016,0.8347401409667381,0.6051589638165226,0.9077014444107491,0.5807196664313721,0.7371583778168311,0.7351214872941695,0.8514527926813966,0.5633853347267,0.9649193012555651,0.6638755098528235,0.5194285789425561,0.5750777045505008,0.6021086374208805,0.7033966127709173,0.7709645731825583,0.7859591865461891,0.9614922257042525,0.6279040741429771,0.793465562228023,0.616853383916173,0.7991356665411964,0.5640389286447328,0.5635266997900144,0.8258474734306334,0.6881237513606939,0.7201210973236738,0.6209698865717898
0HON,0.5078815782625226,0.7018117783001128,0.5314204111430569,0.5238600124867232,0.5384659625766905,0.640216580330531,0.767372558210031,0.519572384830786,0.5692336336836052,0.47802579061200323,0.7854453440918214,0.6478652053447144,0.5953490043488123,0.4887389985571272,0.5525682361834545,0.5442208292053119,0.6523423701693373,0.6228120734617808,0.5307736532313554,0.0,0.5069164097757448,0.3830734842937482,0.7891562460745019,0.5256028261378609,0.7965970748674288,0.4812356462249592,0.7427889076321772,0.7677421540320876,0.7387466271131329,0.46322574767911107,0.9603499555892857,0.6352088500425004,0.49380688393584493,0.4961863387767681,0.46404544373077306,0.6718178117680483,0.7134672903454035,0.7530851619254417,0.8483400911831188,0.5244874740631542,0.7399408291619356,0.5063164579036761,0.8215525373530944,0.548648721660735,0.4449314057436279,0.8487866857366826,0.523413488779217,0.7719107450466571,0.4595901806345848
INTC,0.49734020053963746,0.7591911209372022,0.6924530045592089,0.739941160181893,0.7053063802652271,0.6835825708384831,0.8755142385694733,0.6562765826817809,0.5306624460567015,0.5689320118924641,0.8541564836387014,0.7844149166850869,0.6629194819763112,0.6304163369789038,0.6965356230578535,0.7388688166916683,0.7958158635359103,0.5998752789337718,0.6428410094154048,0.5069164097757448,0.0,0.5334814729318658,0.9700005485901484,0.7207156340965823,0.8680244523697452,0.6452455193153934,0.9145148931691116,0.7474058283382303,0.8678338425754646,0.5700922817713869,1.1431417661314711,0.7046528674561205,0.6300729661334779,0.38686245272939246,0.6168407052532693,0.8639030744054633,0.7899707943471327,0.9835901274584697,0.9537409541808822,0.692139618593132,0.6463889533707559,0.4712132503112384,0.9136455345910967,0.5185173669033658,0.5766302186873926,0.9729813833142162,0.6277632227653062,0.8234777634823243,0.5669839834228637
0JPM,0.5908232677077718,0.7059019740641681,0.6359635011845766,0.6381223409466044,0.6879077602869289,0.6885509991778533,0.7776803733718383,0.5866958871382169,0.5533724710897785,0.15559456404821703,0.7633549496843267,0.758251085948985,0.6119571174380256,0.5959130251199241,0.6293734885244833,0.6674147097585614,0.5999648192759744,0.6335252827797543,0.5421984454987016,0.3830734842937482,0.5334814729318658,0.0,0.8859295975574669,0.5915317371984071,0.9037499504426421,0.6742054693961627,0.8477430475289824,0.8124125780992221,0.8821735877328477,0.5962442250969233,1.1417947243458837,0.698402763288001,0.4703230405289801,0.4995840109082461,0.5576320039054963,0.8224032749774008,0.7315754216183009,0.8764548053953339,0.8834687312272995,0.6271244650216032,0.7946360430956683,0.532095253861944,0.754817885792845,0.5734413889266805,0.5947329819631153,0.8318032039334032,0.2882535342369691,0.7268487779727045,0.45494874728954693
00KO,0.8757580875255154,0.8524097646405875,0.7237134636811027,0.7383936705348244,0.7543954012600111,0.9093174188361961,0.975062732720711,0.801754197734896,0.9278610333398543,0.9604285660655115,0.8874941194790844,0.8855374148826355,0.7699144694538793,0.9459848932847923,0.9555712513141001,0.8048092897542242,0.8658286761515915,0.8533734940813048,0.8347401409667381,0.7891562460745019,0.9700005485901484,0.8859295975574669,0.0,0.7754604856074427,0.8816842373415295,0.7139160056927709,0.8254262040217801,0.8712769802523024,0.7395519403104884,0.78826102637096,0.6794978902578137,0.8881878712808965,0.8097663412348065,0.8702580861311544,0.8561140369121376,0.5012854242784818,0.8347250549354701,0.6504370032230116,0.9610105949549609,0.7633288975976136,0.909316361127404,0.892232653317904,0.947736509830083,0.8480745601169795,0.7133575462282924,0.8151039251513902,0.9024837108630519,0.9336909825254025,0.9632259340287712
0LIN,0.6799458393117457,0.753431334301548,0.56012643283789,0.58140896963513,0.7038595112736071,0.6694477539784366,0.7518036362902291,0.7275707943888783,0.7136624227808218,0.6398033441704203,0.8295046494330344,0.697174727981233,0.7013590580077416,0.6170755708728626,0.6796951410108717,0.6033398474560854,0.8487173204338655,0.7691443876991023,0.6051589638165226,0.5256028261378609,0.7207156340965823,0.5915317371984071,0.7754604856074427,0.0,0.8411836149263652,0.6261431538247886,0.7685321201716158,0.9000887923054406,0.672418464110548,0.6190821586223659,0.9427978269734825,0.760130633694402,0.6038469821731345,0.6924046282090901,0.6794873590273338,0.7184526536371679,0.6944738538165272,0.770168611305643,0.909293997367527,0.6139928645703123,0.8265151590726832,0.7370823930976389,0.7914888673971515,0.7039288272758177,0.5948623100561161,0.8679825903766348,0.670113687206715,0.8491445631799018,0.6760795271739921
0LLY,0.807012832874072,0.8135378767438015,0.6186959960286358,0.7645051033315807,0.6774213097935033,0.7853772671377013,0.7641776045293045,0.7976036744929887,0.8650155471309559,0.9097878712381784,0.6790070767849724,0.86795487046209,0.707357725233038,0.7274500984661668,0.8897660227240012,0.7275774904614021,0.9616855551692112,0.8146481554455828,0.9077014444107491,0.7965970748674288,0.8680244523697452,0.9037499504426421,0.8816842373415295,0.8411836149263652,0.0,0.7290050609591825,0.9159839906952802,0.8176625360721222,0.536756003248684,0.7094540839679092,0.7646846791252992,0.7384425050595111,0.8687133475897229,0.8354106045374752,0.8138285922943509,0.8606588429170257,0.6374461710939242,0.8389040614699859,1.043593807411086,0.7259539873380716,0.842285669852351,0.8184086978246268,0.7970088717217831,0.9420028785209493,0.7529758634767789,0.9180027023389516,0.8948638245423204,0.981997254935586,0.8595939417428848
00MA,0.5471025274575327,0.715682132559922,0.48051442043946946,0.40743439006022797,0.3857368842303702,0.5098994749462374,0.8115573897680225,0.4287781750929399,0.6253484110265619,0.7339880481326,0.7515839904062703,0.591306367631192,0.4391663823368067,0.572854516424366,0.6837434212693733,0.5371861650630709,0.7221524591922409,0.6362274392457747,0.5807196664313721,0.4812356462249592,0.6452455193153934,0.6742054693961627,0.7139160056927709,0.6261431538247886,0.7290050609591825,0.0,0.7234733180718789,0.5368721031229888,0.6601251391427108,0.3209442473602836,0.7739833593161551,0.6343626086164909,0.5388819132604787,0.5377141073377687,0.5431604237115837,0.6569116840897495,0.6243382604300518,0.6851066505136523,0.9212572935662756,0.5422719022932494,0.7706122531989471,0.5355161088789512,0.8086049577518004,0.6026246545262949,0.19653045300302774,0.8756759603201717,0.7720601904714165,0.7168263329732638,0.6643840748552079
0MCD,0.9292140628629814,0.8794857946900647,0.6465166390618882,0.685754461958268,0.7865661909223145,0.8483709814240888,0.8894773568977452,0.7881130980209918,0.8984522735679259,0.9462156120706653,0.8522173094541458,0.7215060462654823,0.8572023397382321,0.7877538639243596,1.0170741731982018,0.6932001428187151,0.8074988581006771,0.8386110780569285,0.7371583778168311,0.7427889076321772,0.9145148931691116,0.8477430475289824,0.8254262040217801,0.7685321201716158,0.9159839906952802,0.7234733180718789,0.0,1.0624487306475965,0.8094073911856059,0.6731238653368992,0.7803952940206409,0.8495001893034425,0.7434636790864525,0.8589040525930227,0.8191193061988957,0.715948251801432,0.8425279970002446,0.8554989756068867,0.992819548765113,0.7835106333325343,0.9711390551230268,0.8065761416748607,0.8707111989442736,0.9284543738107669,0.6647141955569071,0.8513918358526915,0.8630055127562268,0.7965418640408464,0.9728174896191778
META,0.6378444071931682,0.7765094089655333,0.6588637136472846,0.7774198273793623,0.6620304137940242,0.6290648299565682,0.8935069542564319,0.4593153610986741,0.7485500284146804,0.8401355475456546,0.8469702903958106,0.7599694039870115,0.6535403742552401,0.680880482652139,0.7932905033956033,0.7276816816140987,0.7896272702748236,0.641785605264519,0.7351214872941695,0.7677421540320876,0.7474058283382303,0.8124125780992221,0.8712769802523024,0.9000887923054406,0.8176625360721222,0.5368721031229888,1.0624487306475965,0.0,0.7889426157251658,0.6054659978675057,0.9302165486768829,0.7191946347639508,0.7651542952900825,0.6006241258824476,0.7222729755236412,0.8271826370551782,0.7134467822134481,0.9091026518229852,1.0038169882956751,0.7526364126787447,0.8405523800025055,0.7416024847695016,0.8280224372093841,0.6978005089466633,0.7742670761663504,0.9088749714688746,0.857594269583734,0.8756796453817262,0.7703471680942672
0MRK,0.8027194553521644,0.7066803004450763,0.44793407394246587,0.6349170069763583,0.694530563879614,0.8648014532105357,0.6370046021832196,0.7840205133163296,0.9154104258943426,0.8982504788645739,0.7915652233682426,0.8064732893295347,0.6991159029324878,0.7353830377888395,0.8913495224278494,0.5848623133394291,0.9389368182929771,0.9080564864428203,0.8514527926813966,0.7387466271131329,0.8678338425754646,0.8821735877328477,0.7395519403104884,0.672418464110548,0.536756003248684,0.6601251391427108,0.8094073911856059,0.7889426157251658,0.0,0.6861372798315171,0.761011081280618,0.8119488766769534,0.8366300740069677,0.8592795650161227,0.7591518107395925,0.819849177397425,0.5875388512900757,0.7833399462603232,0.9747610476760535,0.5244789672273524,0.9037058548403005,0.8522458453724222,0.8403288928400955,0.9192062728644032,0.6264254180699208,0.8015372282336681,0.9160657557077709,0.9595321221687151,0.8378564720897186
MSFT,0.5021701927279243,0.6712206659528697,0.43286327903729094,0.4418620769411682,0.40615446645364084,0.5740909152387643,0.7545377277564783,0.40081566611851005,0.615228015154853,0.5984359390190388,0.7137837743695449,0.6600358224789786,0.41687022338084434,0.5134045890165979,0.7063804017233455,0.5510976853877296,0.6695622409900495,0.48977918404302356,0.5633853347267,0.46322574767911107,0.5700922817713869,0.5962442250969233,0.78826102637096,0.6190821586223659,0.7094540839679092,0.3209442473602836,0.6731238653368992,0.6054659978675057,0.6861372798315171,0.0,0.8684142117782321,0.5914352924116024,0.510906582641298,0.49991648791437593,0.5486454270082801,0.7002404496829253,0.7058543632333505,0.7899787576013809,0.9741107859134382,0.5164599453961571,0.7222414125281915,0.5158354170707645,0.7395401852181016,0.6890047388809585,0.3293816053171874,0.8667749433091652,0.628016395043953,0.7219412307311741,0.6473336588158558
0NEE,1.0084557337421196,0.8420588410332694,0.7734253286185451,0.7952638684063298,0.8679855655222927,0.9777176232511378,0.9653982139441925,0.9637982581497783,1.1514171928313963,1.2041063065078912,0.7774357307319965,0.8577854968753168,0.8085235609748205,0.9331216526247481,1.0227449116906784,0.822409107657205,0.9071522274695052,1.0380423320906522,0.9649193012555651,0.9603499555892857,1.1431417661314711,1.1417947243458837,0.6794978902578137,0.9427978269734825,0.7646846791252992,0.7739833593161551,0.7803952940206409,0.9302165486768829,0.761011081280618,0.8684142117782321,0.0,0.994117793350134,0.9370816953554547,0.9884168611415564,1.0137684569814893,0.6758315892134266,0.8330784100400423,0.5918271458052496,0.8409701348275097,0.8506827011038132,1.0316279109855575,1.016509507048639,0.9088916665464586,1.0770190291590935,0.8372420613901548,0.6200923501469835,1.1253573811499127,0.8716848281313752,1.1016605287045462
